"We were unable to synchronize one or more media files. Please refer to the log file for details.","Nu am reuşit să sincronizaţi unul sau mai multe fişiere media. Vă rugăm să consultaţi fişierul log pentru detalii.","module","Magento_AdminNotification",,
"Synchronization of media storages has been completed.","Sincronizarea de compartimente de depozitare în media a fost încheiată.","module","Magento_AdminNotification",,
"Your web server is set up incorrectly and allows unauthorized access to sensitive files. Please contact your hosting provider.","Serverul web este configurat incorect şi permite accesul neautorizat la fişiere sensibile. Vă rugăm să vă contactaţi furnizorul de hosting.","module","Magento_AdminNotification",,
"Close popup","Aproape de pop-up","module","Magento_AdminNotification",,
"Close","Închideţi","module","Magento_AdminNotification",,
"System Messages:","Mesaje de sistem:","module","Magento_AdminNotification",,
"Critical System Messages","Mesaje de sistem critice","module","Magento_AdminNotification",,
"Major System Messages","Mesaje de sistem principale","module","Magento_AdminNotification",,
"System messages","Mesaje de sistem","module","Magento_AdminNotification",,
"See All (","Consultaţi toate (","module","Magento_AdminNotification",,
" unread)"," 
Mesaje necitite)","module","Magento_AdminNotification",,
"Use HTTPS to Get Feed","Utilizaţi HTTPS pentru a obţine DC","module","Magento_AdminNotification",,
"Update Frequency","Frecvenţa de actualizare","module","Magento_AdminNotification",,
"Last Update","Ultima actualizare","module","Magento_AdminNotification",,
"Severity","Gravitatea","module","Magento_AdminNotification",,
"Date Added","Dată adăugată","module","Magento_AdminNotification",,
"Message","Mesaj","module","Magento_AdminNotification",,
"Actions","Acţiuni","module","Magento_AdminNotification",,
"Please correct the data sent.","Vă rugăm să corectaţi datele trimise.","module","Magento_AdvancedPricingImportExport",,
"Entity type model '%1' is not found","Modelul de tip entitate '%1' nu este găsit","module","Magento_AdvancedPricingImportExport",,
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","Tip de entitate trebuie sa fie un model de exemplu de \ Magento\CatalogImportExport\Model\Export\Produs\Tip\AbstractType","module","Magento_AdvancedPricingImportExport",,
"There are no product types available for export","Nu există tipuri de produse disponibile pentru export","module","Magento_AdvancedPricingImportExport",,
"We can't find the role for the user you wanted.","Nu putem găsi rolul pentru utilizator ai vrut.","module","Magento_Authorization",,
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.","Ceva greşit în timp ce elaborarea unei liste de permis resursele. Puteţi afla mai multe din exceptiile log.","module","Magento_Authorization",,
"You created the order.","Aţi creat ordinea.","module","Magento_Authorizenet",,
"Order saving error: %1","Scopul salvării eroare: %1","module","Magento_Authorizenet",,
"Please choose a payment method.","Vă rugăm să alegeţi o metodă de plată.","module","Magento_Authorizenet",,
"We can't process your order right now. Please try again later.","Nu putem procesa comanda dvs. acum. Vă rugăm să încercaţi din nou mai târziu.","module","Magento_Authorizenet",,
"Cannot place order.","Nu puneţi pune comanda.","module","Magento_Authorizenet",,
"Credit Card: xxxx-%1","Card de Credit: xxxx-%1","module","Magento_Authorizenet",,
"amount %1","Cantitatea %1","module","Magento_Authorizenet",,
"failed.","A eşuat.","module","Magento_Authorizenet",,
"successful.","Succes.","module","Magento_Authorizenet",,
"Authorize.Net Transaction ID %1.","Authorize.Net Transaction ID %1.","module","Magento_Authorizenet",,
"authorize","Autorizează","module","Magento_Authorizenet",,
"authorize and capture","Autorizează şi capturaţi","module","Magento_Authorizenet",,
"capture","Capturaţi","module","Magento_Authorizenet",,
"refund","Rambursare","module","Magento_Authorizenet",,
"void","Anula","module","Magento_Authorizenet",,
"Gateway error: %1","Eroare pasarelă: %1","module","Magento_Authorizenet",,
"Something went wrong in the payment gateway.","Ceva greşit în plata gateway.","module","Magento_Authorizenet",,
"Invalid amount for capture.","Suma pentru captura invalid.","module","Magento_Authorizenet",,
"Payment capturing error.","Plata surprinderea eroare.","module","Magento_Authorizenet",,
"Invalid transaction ID.","Invalidă ID tranzacţie.","module","Magento_Authorizenet",,
"Payment voiding error.","Plata la anularea eroare.","module","Magento_Authorizenet",,
"Invalid amount for refund.","Suma pentru restituire de invalidă","module","Magento_Authorizenet",,
"Payment refunding error.","Plata rambursării eroare.","module","Magento_Authorizenet",,
"The transaction was declined because the response hash validation failed.","Tranzactia a fost respinsă deoarece răspunsul hash validarea a eşuat.","module","Magento_Authorizenet",,
"This payment didn't work out because we can't find this order.","Aceasta plata nu a ieşit pentru că nu putem găsi această ordine.","module","Magento_Authorizenet",,
"There was a payment authorization error.","Exista o eroare de autorizare de plata.","module","Magento_Authorizenet",,
"Please enter a transaction ID to authorize this payment.","Vă rugăm să introduceţi un ID tranzacţie de a autoriza această plată.","module","Magento_Authorizenet",,
"Something went wrong: the paid amount doesn't match the order amount. Please correct this and try again.","Ceva gresit: suma platita nu se potriveşte cu scopul de suma. Vă rugăm să corectaţi această şi încercaţi din nou.","module","Magento_Authorizenet",,
"Transaction %1 has been approved. Amount %2. Transaction status is ""%3""","Tranzacţia %1 a fost aprobat. Cantitatea %2. Statusul Tranzacției este ""%3""","module","Magento_Authorizenet",,
"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.","Tranzacţia %1 a fost anulat/refuzat. Statusul Tranzacției este ""%2"". Cantitatea %3.","module","Magento_Authorizenet",,
"Authorize Only","Autorizează numai","module","Magento_Authorizenet",,
"Authorize and Capture","Autorizează şi capturaţi","module","Magento_Authorizenet",,
"Unable to get transaction details. Try again later.","Nu reuşiţi să obţineţi detaliile tranzacţiei. Încercaţi din nou mai târziu.","module","Magento_Authorizenet",,
"'Gateway error: ' .","""Eroare pasarelă: ' .","module","Magento_Authorizenet",,
"Credit Card Type","Tip de card de credit","module","Magento_Authorizenet",,
"Credit Card Number","Număr Card De Credit","module","Magento_Authorizenet",,
"Expiration Date","Data de expirare","module","Magento_Authorizenet",,
"Card Verification Number","Număr de Verificare Card","module","Magento_Authorizenet",,
"Fraud Detection ","Detectarea fraudelor","module","Magento_Authorizenet",,
"FDS Filter Action","FDS de acţiune al filtrului","module","Magento_Authorizenet",,
"AVS Response","Răspunsul AVS","module","Magento_Authorizenet",,
"Card Code Response","Cod cartelă răspuns","module","Magento_Authorizenet",,
"CAVV Response","Răspunsul CAVV","module","Magento_Authorizenet",,
"Fraud Filters","Filtrele de frauda","module","Magento_Authorizenet",,
"Authorize.net Direct Post","Authorize.net Post directă","module","Magento_Authorizenet",,
"Enabled","Activată","module","Magento_Authorizenet",,
"Payment Action","Acţiune de plată","module","Magento_Authorizenet",,
"Title","Titlul","module","Magento_Authorizenet",,
"API Login ID","API Login ID","module","Magento_Authorizenet",,
"Transaction Key","Cheie de tranzacţie","module","Magento_Authorizenet",,
"Merchant MD5","Negustorul MD5","module","Magento_Authorizenet",,
"New Order Status","Noua Ordine stare","module","Magento_Authorizenet",,
"Test Mode","Modul de testare","module","Magento_Authorizenet",,
"Gateway URL","URL-ul de gateway","module","Magento_Authorizenet",,
"Transaction Details URL","Detaliile tranzacţiei URL","module","Magento_Authorizenet",,
"Accepted Currency","Monedă acceptată","module","Magento_Authorizenet",,
"Debug","Depanare","module","Magento_Authorizenet",,
"Email Customer","Clientul de e-mail","module","Magento_Authorizenet",,
"Merchant's Email","Negustorului e-mail","module","Magento_Authorizenet",,
"Credit Card Types","Tipuri de carduri de credit","module","Magento_Authorizenet",,
"Credit Card Verification","Verificarea cardului de credit","module","Magento_Authorizenet",,
"Payment from Applicable Countries","Plata din ţări","module","Magento_Authorizenet",,
"Payment from Specific Countries","Plata din ţări specifice","module","Magento_Authorizenet",,
"Minimum Order Total","Comanda minimă total","module","Magento_Authorizenet",,
"Maximum Order Total","Suma totală a comenzii maxim","module","Magento_Authorizenet",,
"Sort Order","Ordine de sortare","module","Magento_Authorizenet",,
"Invalid Form Key. Please refresh the page.","Tasta de formă invalidă. Vă rugăm să reîmprospătaţi pagina.","module","Magento_Backend",,
"You entered an invalid Secret Key. Please refresh the page.","Aţi introdus o invalid cheia secreta. Vă rugăm să reîmprospătaţi pagina.","module","Magento_Backend",,
"Cache Storage Management","Managementul de stocare memorie cache","module","Magento_Backend",,
"Flush Magento Cache","Spălaţi Magento de memorie cache","module","Magento_Backend",,
"The cache storage may contain additional data. Are you sure that you want to flush it?","Memorie cache de depozitare pot conţine date suplimentare. Sunteţi sigur că doriţi să spălaţi-o?","module","Magento_Backend",,
"Flush Cache Storage","Spălaţi Stocare memorie cache","module","Magento_Backend",,
"Invalidated","Invalidate","module","Magento_Backend",,
"Orders","Comenzi","module","Magento_Backend",,
"Amounts","Sumele","module","Magento_Backend",,
"Bestsellers","Cele mai vândute","module","Magento_Backend",,
"Most Viewed Products","Cele mai vizualizate produse","module","Magento_Backend",,
"New Customers","Clienţii noi","module","Magento_Backend",,
"Customers","Clienţii","module","Magento_Backend",,
"Customer","Clientul","module","Magento_Backend",,
"Guest","Guest","module","Magento_Backend",,
"Items","Articole","module","Magento_Backend",,
"Total","Total","module","Magento_Backend",,
"Lifetime Sales","Vanzarile de viaţă","module","Magento_Backend",,
"Average Order","Ordinea medie","module","Magento_Backend",,
"Average","Media","module","Magento_Backend",,
"Product","Produs","module","Magento_Backend",,
"Price","Preţ","module","Magento_Backend",,
"Quantity","Cantitate","module","Magento_Backend",,
"Views","Vizualizări","module","Magento_Backend",,
"Revenue","Venituri","module","Magento_Backend",,
"Tax","Impozit","module","Magento_Backend",,
"Shipping","Livrare","module","Magento_Backend",,
"Images (.gif, .jpg, .png)","Imagini (.gif, .jpg, .png)","module","Magento_Backend",,
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .CHF)","module","Magento_Backend",,
"All Files","Toate fişierele","module","Magento_Backend",,
"Reset to Default","Resetare la implicite","module","Magento_Backend",,
"All Store Views","Toate vederile magazin","module","Magento_Backend",,
"What is this?","Ce este aceasta?","module","Magento_Backend",,
"Save Account","Contul de salvare","module","Magento_Backend",,
"My Account","Contul meu","module","Magento_Backend",,
"Account Information","Informaţii cont","module","Magento_Backend",,
"User Name","Nume de utilizator","module","Magento_Backend",,
"First Name","Prenume","module","Magento_Backend",,
"Last Name","Nume","module","Magento_Backend",,
"Email","E-mail","module","Magento_Backend",,
"User Email","E-Mail utilizator","module","Magento_Backend",,
"New Password","Parolă nouă","module","Magento_Backend",,
"Password Confirmation","Confirmare parolă","module","Magento_Backend",,
"Interface Locale","Localizare de interfaţă","module","Magento_Backend",,
"Current User Identity Verification","Verificarea identităţii utilizatorului curent","module","Magento_Backend",,
"Your Password","Parola dvs.","module","Magento_Backend",,
"Save Cache Settings","Salvaţi setările de memorie cache","module","Magento_Backend",,
"Catalog Rewrites","Catalog de rescrieri","module","Magento_Backend",,
"Refresh","Refresh","module","Magento_Backend",,
"Images Cache","Memorie cache de imagini","module","Magento_Backend",,
"Clear","Ştergeţi","module","Magento_Backend",,
"Search Index","Indexul de căutare","module","Magento_Backend",,
"Rebuild","Reasamblare","module","Magento_Backend",,
"Inventory Stock Status","Starea stocurilor","module","Magento_Backend",,
"Rebuild Catalog Index","Reasamblaţi Catalog Index","module","Magento_Backend",,
"Rebuild Flat Catalog Category","Reasamblaţi Catalogul plat Categorie","module","Magento_Backend",,
"Rebuild Flat Catalog Product","Reasamblaţi Catalogul plat de produs","module","Magento_Backend",,
"Cache Control","Control cache","module","Magento_Backend",,
"All Cache","Toate de memorie cache","module","Magento_Backend",,
"No change","Nici o schimbare","module","Magento_Backend",,
"Disable","Dezactivare","module","Magento_Backend",,
"Enable","Activare","module","Magento_Backend",,
"Add Design Change","Adăugaţi schimbare de design","module","Magento_Backend",,
"Back","Înapoi","module","Magento_Backend",,
"Delete","Ştergere","module","Magento_Backend",,
"Are you sure?","Esti sigur?","module","Magento_Backend",,
"Save","Salvare","module","Magento_Backend",,
"Edit Design Change","Design de editare de schimbare","module","Magento_Backend",,
"New Store Design Change","Noul magazin schimbare de design","module","Magento_Backend",,
"General Settings","Setări generale","module","Magento_Backend",,
"Store","Stocaţi","module","Magento_Backend",,
"-- Please Select --","-- selectaţi --","module","Magento_Backend",,
"Custom Design","Design personalizat","module","Magento_Backend",,
"Date From","De la data","module","Magento_Backend",,
"Date To","Data de","module","Magento_Backend",,
"Design Change","Schimbare de design","module","Magento_Backend",,
"General","Generalităţi","module","Magento_Backend",,
"Cancel","Anula","module","Magento_Backend",,
"Delete %1 '%2'","Ştergeţi %1 '%2'","module","Magento_Backend",,
"Delete %1","Ştergeţi %1","module","Magento_Backend",,
"Block Information","Informaţii de bloc","module","Magento_Backend",,
"Backup Options","Opţiuni de backup","module","Magento_Backend",,
"Create DB Backup","Creaţi DB Backup","module","Magento_Backend",,
"Yes","Da","module","Magento_Backend",,
"No","Nr.","module","Magento_Backend",,
"Delete Store","Ştergeţi Store","module","Magento_Backend",,
"Delete Web Site","Şterge Site Web","module","Magento_Backend",,
"Save Web Site","Salvaţi Site Web","module","Magento_Backend",,
"Save Store","Save Store","module","Magento_Backend",,
"Save Store View","Save Store View","module","Magento_Backend",,
"Delete Store View","Ştergeţi Store View","module","Magento_Backend",,
"Edit Web Site","Editare Site Web","module","Magento_Backend",,
"New Web Site","Noul site Web","module","Magento_Backend",,
"Edit Store","Magazinul de editare","module","Magento_Backend",,
"New Store","Noul magazin","module","Magento_Backend",,
"Edit Store View","Magazinul de Editare Vizualizare","module","Magento_Backend",,
"New Store View","Noul magazin View","module","Magento_Backend",,
"Store Information","Stocarea de informaţii","module","Magento_Backend",,
"Web Site","Site Web","module","Magento_Backend",,
"Name","Nume","module","Magento_Backend",,
"Root Category","Categorie Root","module","Magento_Backend",,
"Default Store View","Magazinul implicit Vizualizare","module","Magento_Backend",,
"Store View Information","Depozitaţi vizualizaţi informaţii","module","Magento_Backend",,
"Code","Organ","module","Magento_Backend",,
"Status","Stare","module","Magento_Backend",,
"Disabled","Dezactivat","module","Magento_Backend",,
"Enabled","Activată","module","Magento_Backend",,
"Sort Order","Ordine de sortare","module","Magento_Backend",,
"Web Site Information","Site Web pentru informaţii","module","Magento_Backend",,
"Default Store","Magazinul implicită","module","Magento_Backend",,
"Set as Default","Setare ca implicit","module","Magento_Backend",,
"Stores","Stochează","module","Magento_Backend",,
"Create Website","Creează Site","module","Magento_Backend",,
"Create Store","Creaţi Store","module","Magento_Backend",,
"Create Store View","Creaţi Store View","module","Magento_Backend",,
"Home","Acasă","module","Magento_Backend",,
"Reset","Reset","module","Magento_Backend",,
"Are you sure you want to do this?","Sunteţi sigur că doriţi să faceţi acest lucru?","module","Magento_Backend",,
"Add New Image","Adăugaţi noua imagine","module","Magento_Backend",,
"Export block for grid %1 is not defined","Blocul de export pentru grid %1 nu este definită","module","Magento_Backend",,
"Reset Filter","Filtrul de resetare","module","Magento_Backend",,
"Search","Căutare","module","Magento_Backend",,
"Any","Orice","module","Magento_Backend",,
"All Countries","Toate Ţările","module","Magento_Backend",,
"From","De la","module","Magento_Backend",,
"To","Pentru a","module","Magento_Backend",,
"Date selector","Data treptei","module","Magento_Backend",,
"[ deleted ]","[ elimină ]","module","Magento_Backend",,
"Select All","Selectare toate","module","Magento_Backend",,
" [deleted]"," 
[elimină]","module","Magento_Backend",,
"We couldn't find any records.","Nu am putut găsi orice înregistrări.","module","Magento_Backend",,
"Add New","Adăugaţi noi","module","Magento_Backend",,
"Invalid export type supplied for grid export block","Tip de export invalid furnizate pentru blocul de export de grilă","module","Magento_Backend",,
"Export","Export","module","Magento_Backend",,
"Please correct the column format and try again.","Vă rugăm să corectaţi format de coloană şi încercaţi din nou.","module","Magento_Backend",,
"Please select items.","Vă rugăm să selectaţi elemente.","module","Magento_Backend",,
"Submit","Trimite","module","Magento_Backend",,
"Unknown block type","Bloc Tip necunoscut","module","Magento_Backend",,
"Please correct the tab configuration and try again. Tab Id should be not empry","Vă rugăm să corectaţi configuraţia tab şi încercaţi din nou. Id de tab nu ar trebui să fie empry","module","Magento_Backend",,
"Please correct the tab configuration and try again.","Vă rugăm să corectaţi configuraţia tab şi încercaţi din nou.","module","Magento_Backend",,
"You have logged out.","Aţi deconectat.","module","Magento_Backend",,
"Specified cache type(s) don't exist: %1","Tip de memorie cache specificat(s) nu exista: %1","module","Magento_Backend",,
"The image cache was cleaned.","Memorie cache de imagine a fost curăţat.","module","Magento_Backend",,
"An error occurred while clearing the image cache.","A survenit o eroare în timp ce ştergerea memoriei cache de imagine.","module","Magento_Backend",,
"The JavaScript/CSS cache has been cleaned.","Memorie cache de JavaScript/CSS a fost curăţat.","module","Magento_Backend",,
"An error occurred while clearing the JavaScript/CSS cache.","A survenit o eroare în timp ce ştergerea JavaScript/CSS cache.","module","Magento_Backend",,
"The static files cache has been cleaned.","Memorie cache de fişiere statice a fost curăţat.","module","Magento_Backend",,
"You flushed the cache storage.","Aţi spălat, cache de stocare.","module","Magento_Backend",,
"The Magento cache storage has been flushed.","Memorie cache Magento stocare a fost spălat.","module","Magento_Backend",,
"Cache Management","Gestionarea memoriei cache","module","Magento_Backend",,
"%1 cache type(s) disabled.","%1 tip de memorie intermediară(s) dezactivată.","module","Magento_Backend",,
"An error occurred while disabling cache.","A survenit o eroare în timp ce dezactivarea cache.","module","Magento_Backend",,
"%1 cache type(s) enabled.","%1 tip de memorie intermediară(s) activată.","module","Magento_Backend",,
"An error occurred while enabling cache.","A survenit o eroare în timp ce permite cache.","module","Magento_Backend",,
"%1 cache type(s) refreshed.","%1 tip de memorie intermediară(s) reîmprospătată.","module","Magento_Backend",,
"An error occurred while refreshing cache.","A survenit o eroare în timpul împrospătării cache.","module","Magento_Backend",,
"Dashboard","Planşă de bord","module","Magento_Backend",,
"We updated lifetime statistic.","Am actualizat de viaţă succesivă a.","module","Magento_Backend",,
"We can't refresh lifetime statistics.","Nu putem de viaţă de reîmprospătare de statistici.","module","Magento_Backend",,
"invalid request","Solicitare invalidă","module","Magento_Backend",,
"see error log for details","Consultaţi jurnalul de erori pentru detalii","module","Magento_Backend",,
"Service unavailable: %1","Serviciu indisponibil: %1","module","Magento_Backend",,
"Error","Eroare","module","Magento_Backend",,
"Access Denied.","Acces interzis.","module","Magento_Backend",,
